symbol,lonaName,shortName,Acronym,Sector,Announced Date,Due Date,Distribution Date,Amount,Distribution Way
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2010-12-18,2011-09-28,2011-10-12,0.125,Account Transfer
2010,Saudi Basic Industries Corp.,SABIC,SABIC,Materials,2010-12-20,2011-04-23,2011-05-07,2,Account Transfer
2360,Saudi Vitrified Clay Pipes Co.,SVCP,SVCP,Capital Goods,2010-12-26,2011-03-29,2011-04-09,3,Account Transfer
2040,Saudi Ceramic Co.,SAUDI CERAMICS,SAUDI CERAMICS,Capital Goods,2010-12-27,2011-03-21,2011-04-05,3.5,Account Transfer
2160,Saudi Arabian Amiantit Co.,AMIANTIT,AMIANTIT,Capital Goods,2010-12-28,2011-02-27,2011-03-09,1.5,Account Transfer
3050,Southern Province Cement Co.,SPCC,SPCC,Materials,2011-01-01,2011-03-10,2011-03-19,2.5,Account Transfer
1080,Arab National Bank,ANB,ANB,Banks,2011-01-04,2011-03-27,2011-04-06,1,Account Transfer
2240,Zamil Industrial Investment Co.,ZAMIL INDUST,ZAMIL INDUST,Materials,2011-01-08,2011-04-04,2011-04-19,0.75,Account Transfer
3020,Yamama Cement Co.,YSCC,YSCC,Materials,2011-01-16,2011-02-27,2011-03-12,2,Account Transfer
1050,Banque Saudi Fransi,BSFR,BSFR,Banks,2011-01-16,2011-03-27,2011-04-09,1,Account Transfer
7020,Etihad Etisalat Co.,ETIHAD ETISALAT,ETIHAD ETISALAT,Telecommunication Services,2011-01-16,2011-02-26,2011-03-13,2,Account Transfer
4200,Aldrees Petroleum and Transport Services Co.,ALDREES,ALDREES,Energy,2011-01-17,2011-03-12,2011-04-05,2,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2011-01-17,2011-03-28,2011-04-04,0.25,Account Transfer
4230,Red Sea International Co.,RED SEA,RED SEA,"Real Estate Mgmt & Dev't",2011-01-17,2011-04-19,2011-05-03,1,Account Transfer
2180,Filing and Packing Materials Manufacturing Co.,FIPCO,FIPCO,Materials,2011-01-18,2011-03-30,2011-04-23,1,Account Transfer
4001,Abdullah Al Othaim Markets Co.,A.OTHAIM MARKET,A.OTHAIM MARKET,Food & Staples Retailing,2011-01-18,2011-03-28,2011-04-12,3,Account Transfer
4002,Mouwasat Medical Services Co.,MOUWASAT,MOUWASAT,Health Care Equipment & Svc,2011-01-18,2011-03-28,2011-04-16,2,Account Transfer
2090,National Gypsum Co.,NGC,NGC,Materials,2011-01-19,2011-03-30,2011-05-01,2,Account Transfer
2320,Al-Babtain Power and Telecommunication Co.,ALBABTAIN,ALBABTAIN,Capital Goods,2011-01-19,2011-03-31,2011-04-23,1.5,Account Transfer
4260,United International Transportation Co.,BUDGET SAUDI,BUDGET SAUDI,Transportation,2011-01-19,2011-04-19,2011-05-17,2.25,Account Transfer
6001,Halwani Bros. Co.,HB,HB,Food & Beverages,2011-01-19,2011-03-26,2011-04-16,1.5,Account Transfer
1120,Al Rajhi Bank,ALRAJHI,ALRAJHI,Banks,2011-01-19,2011-03-07,2011-03-14,1.5,Account Transfer
4080,Sinad Holding Co.,SINAD HOLDING,SINAD HOLDING,Diversified Financials,2011-01-19,2011-04-27,2011-05-21,0.75,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2011-01-19,2011-03-28,2011-04-13,0.75,Account Transfer
4040,Saudi Public Transport Co.,SAPTCO,SAPTCO,Transportation,2011-01-23,2011-04-03,2011-04-20,0.5,Account Transfer
2230,Saudi Chemical Co.,CHEMICAL,CHEMICAL,Health Care Equipment & Svc,2011-01-24,2011-05-15,2011-05-30,2,Account Transfer
1060,Saudi British Bank,SABB,SABB,Banks,2011-01-26,2011-03-15,2011-03-22,0.68,Account Transfer
1010,Riyad Bank,RIBL,RIBL,Banks,2011-01-31,2011-03-14,2011-03-27,0.7,Account Transfer
3060,Yanbu Cement Co.,YCC,YCC,Materials,2011-02-05,2011-03-09,2011-04-04,2,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2011-02-08,2011-02-15,2011-02-28,2,Account Transfer
8010,The Company for Cooperative Insurance,TAWUNIYA,TAWUNIYA,Insurance,2011-02-12,2011-03-30,2011-04-06,3,Account Transfer
3080,Eastern Province Cement Co.,EPCCO,EPCCO,Materials,2011-02-14,2011-03-27,2011-04-06,3.5,Account Transfer
3090,Tabuk Cement Co.,TCC,TCC,Materials,2011-02-14,2011-04-24,2011-05-18,0.45,Account Transfer
6040,Tabuk Agricultural Development Co.,TADCO,TADCO,Food & Beverages,2011-02-14,2011-04-12,2011-05-11,0.5,Account Transfer
4150,Arriyadh Development Co.,ARDCO,ARDCO,"Real Estate Mgmt & Dev't",2011-02-14,2011-04-19,2011-05-08,1,Account Transfer
4270,Saudi Printing and Packaging Co.,SPPC,SPPC,Commercial & Professional Svc,2011-02-15,2011-04-03,2011-05-01,0.5,Account Transfer
2030,Saudi Arabia Refineries Co.,SARCO,SARCO,Energy,2011-02-16,2011-03-30,2011-05-03,0.5,Account Transfer
3030,Saudi Cement Co.,SAUDI CEMENT,SAUDI CEMENT,Materials,2011-02-16,2011-03-23,2011-04-03,4,Account Transfer
1213,Naseej International Trading Co.,NASEEJ,NASEEJ,Consumer Durables & Apparel,2011-02-16,2011-03-27,2011-04-13,1,Account Transfer
4210,Saudi Research and Media Group,SRMG,SRMG,Media and Entertainment,2011-02-16,2011-04-18,2011-05-07,1,Account Transfer
6002,Herfy Food Services Co.,HERFY FOODS,HERFY FOODS,Consumer Services,2011-02-19,2011-04-17,2011-04-27,1.5,Account Transfer
2150,The National Company for Glass Industries,ZOUJAJ,ZOUJAJ,Materials,2011-02-20,2011-04-09,2011-05-01,1.25,Account Transfer
4010,Dur Hospitality Co.,DUR,DUR,Consumer Services,2011-02-20,2011-03-26,2011-04-11,1,Account Transfer
2070,Saudi Pharmaceutical Industries and Medical Appliances Corp.,SPIMACO,SPIMACO,"Pharma, Biotech & Life Science",2011-02-20,2011-04-16,2011-05-04,1.5,Account Transfer
2060,National Industrialization Co.,TASNEE,TASNEE,Materials,2011-02-21,2011-04-04,2011-04-19,1,Account Transfer
1212,Astra Industrial Group,ASTRA INDUSTRIAL,ASTRA INDUSTRIAL,Capital Goods,2011-02-21,2011-04-30,2011-05-22,1.5,Account Transfer
4290,Alkhaleej Training and Education Co.,ALKHALEEJ TRNG,ALKHALEEJ TRNG,Consumer Services,2011-02-21,2011-04-16,2011-05-08,0.5,Account Transfer
5110,Saudi Electricity Co.,SAUDI ELECTRICITY,SAUDI ELECTRICITY,Utilities,2011-02-21,2011-04-04,2011-04-30,0.7,Account Transfer
4020,Saudi Real Estate Co.,ALAKARIA,ALAKARIA,"Real Estate Mgmt & Dev't",2011-02-21,2011-04-02,2011-04-17,1.25,Account Transfer
4030,National Shipping Company of Saudi Arabia,BAHRI,BAHRI,Energy,2011-02-22,2011-03-29,2011-04-13,1,Account Transfer
2340,Al Abdullatif Industrial Investment Co.,ALABDULLATIF,ALABDULLATIF,Consumer Durables & Apparel,2011-02-22,2011-04-25,2011-05-24,1,Account Transfer
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2011-02-23,2011-03-23,2011-04-09,2.75,Account Transfer
2080,National Gas and Industrialization Co.,GASCO,GASCO,Utilities,2011-02-23,2011-03-28,2011-04-27,0.7,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2011-02-23,2011-04-19,2011-05-09,0.7,Account Transfer
3010,Arabian Cement Co.,ACC,ACC,Materials,2011-02-27,2011-04-03,2011-04-17,1,Account Transfer
4240,Fawaz Abdulaziz Alhokair Co.,CENOMI RETAIL,CENOMI RETAIL,Retailing,2011-03-01,2011-03-05,2011-03-29,2.5,Account Transfer
8030,The Mediterranean and Gulf Insurance and Reinsurance Co.,MEDGULF,MEDGULF,Insurance,2011-03-29,2011-05-08,2011-06-06,1.25,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2011-04-19,2011-04-25,2011-05-10,0.25,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2011-04-19,2011-04-27,2011-05-11,0.5,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2011-04-25,2011-05-01,2011-05-11,2.7,Account Transfer
2110,Saudi Cable Co.,SAUDI CABLE,SAUDI CABLE,Capital Goods,2011-04-30,2011-06-07,2011-07-09,0.375,Account Transfer
2110,Saudi Cable Co.,SAUDI CABLE,SAUDI CABLE,Capital Goods,2011-04-30,2011-06-07,2011-12-18,0.375,Account Transfer
2270,Saudia Dairy and Foodstuff Co.,SADAFCO,SADAFCO,Food & Beverages,2011-05-18,2011-06-28,2011-07-23,3,Account Transfer
4070,Tihama Advertising and Public Relations Co.,TAPRCO,TAPRCO,Media and Entertainment,2011-05-22,2011-08-08,2011-10-03,1.5,Account Transfer
4100,Makkah Construction and Development Co.,MCDC,MCDC,"Real Estate Mgmt & Dev't",2011-05-30,2011-08-17,2011-08-24,1.5,Account Transfer
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2011-06-12,2011-06-29,2011-08-01,1,Account Transfer
3010,Arabian Cement Co.,ACC,ACC,Materials,2011-06-19,2011-06-29,2011-07-31,1,Account Transfer
3020,Yamama Cement Co.,YSCC,YSCC,Materials,2011-06-20,2011-06-29,2011-07-16,2,Account Transfer
3050,Southern Province Cement Co.,SPCC,SPCC,Materials,2011-06-20,2011-07-20,2011-07-23,2.75,Account Transfer
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2011-06-21,2011-06-29,2011-07-20,2.25,Account Transfer
8190,United Cooperative Assurance Co.,UCA,UCA,Insurance,2011-06-21,2011-06-26,2011-07-23,1,Account Transfer
3030,Saudi Cement Co.,SAUDI CEMENT,SAUDI CEMENT,Materials,2011-06-22,2011-07-06,2011-07-20,2,Account Transfer
6002,Herfy Food Services Co.,HERFY FOODS,HERFY FOODS,Consumer Services,2011-06-22,2011-08-01,2011-08-16,1.5,Account Transfer
1050,Banque Saudi Fransi,BSFR,BSFR,Banks,2011-06-25,2011-07-06,2011-07-16,0.7,Account Transfer
2360,Saudi Vitrified Clay Pipes Co.,SVCP,SVCP,Capital Goods,2011-06-28,2011-07-10,2011-07-25,2,Account Transfer
3090,Tabuk Cement Co.,TCC,TCC,Materials,2011-07-03,2011-07-16,2011-08-08,0.9,Account Transfer
1010,Riyad Bank,RIBL,RIBL,Banks,2011-07-06,2011-07-13,2011-07-25,0.55,Account Transfer
2020,SABIC Agri-Nutrients Co.,SABIC AGRI-NUTRIENTS,SABIC AGRI-NUTRIENTS,Materials,2011-07-10,2011-07-13,2011-07-27,6,Account Transfer
1120,Al Rajhi Bank,ALRAJHI,ALRAJHI,Banks,2011-07-11,2011-07-18,2011-07-25,1.25,Account Transfer
2010,Saudi Basic Industries Corp.,SABIC,SABIC,Materials,2011-07-16,2011-07-25,2011-08-06,2,Account Transfer
2240,Zamil Industrial Investment Co.,ZAMIL INDUST,ZAMIL INDUST,Materials,2011-07-18,2011-07-31,2011-08-21,0.75,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2011-07-18,2011-07-27,2011-08-10,0.5,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2011-07-19,2011-08-01,2011-08-15,2,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2011-07-19,2011-07-25,2011-08-08,0.25,Account Transfer
7020,Etihad Etisalat Co.,ETIHAD ETISALAT,ETIHAD ETISALAT,Telecommunication Services,2011-07-23,2011-07-27,2011-08-14,1.25,Account Transfer
4010,Dur Hospitality Co.,DUR,DUR,Consumer Services,2011-08-09,2011-08-10,2011-09-14,0.5,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2011-08-21,2011-08-22,2011-09-20,0.5,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2011-09-21,2011-09-28,2011-10-18,0.25,Account Transfer
1320,Saudi Steel Pipe Co.,SSP,SSP,Materials,2011-09-26,2011-09-28,2011-10-22,0.75,Account Transfer
1301,United Wire Factories Co.,ASLAK,ASLAK,Materials,2011-10-02,2011-10-08,2011-10-26,0.75,Account Transfer
4020,Saudi Real Estate Co.,ALAKARIA,ALAKARIA,"Real Estate Mgmt & Dev't",2011-10-04,2011-10-08,2011-10-29,0.5,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2011-10-17,2011-10-19,2011-11-02,0.25,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2011-10-18,2011-10-24,2011-11-01,3.4,Account Transfer
1214,Al Hassan Ghazi Ibrahim Shaker Co.,SHAKER,SHAKER,Retailing,2011-10-19,2011-11-30,2011-12-05,3.5,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2011-10-19,2011-10-26,2011-11-16,0.5,Account Transfer
2020,SABIC Agri-Nutrients Co.,SABIC AGRI-NUTRIENTS,SABIC AGRI-NUTRIENTS,Materials,2011-11-29,2012-04-11,2012-04-25,7,Account Transfer
2280,Almarai Co.,ALMARAI,ALMARAI,Food & Beverages,2011-12-07,2012-04-02,2012-04-11,2.25,Account Transfer
4080,Sinad Holding Co.,SINAD HOLDING,SINAD HOLDING,Diversified Financials,2011-12-14,2012-05-14,2012-05-30,0.75,Account Transfer
6070,Al-Jouf Agricultural Development Co.,ALJOUF,ALJOUF,Food & Beverages,2011-12-17,2012-04-18,2012-05-06,2,Account Transfer
2010,Saudi Basic Industries Corp.,SABIC,SABIC,Materials,2011-12-18,2012-04-14,2012-04-22,3,Account Transfer
2230,Saudi Chemical Co.,CHEMICAL,CHEMICAL,Health Care Equipment & Svc,2011-12-18,2011-12-25,2011-12-28,2,Account Transfer
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2011-12-19,2012-02-21,2012-03-14,1,Account Transfer
4050,Saudi Automotive Services Co.,SASCO,SASCO,Retailing,2011-12-19,2011-12-28,2012-01-11,0.5,Account Transfer
1080,Arab National Bank,ANB,ANB,Banks,2011-12-19,2012-03-18,2012-04-01,1,Account Transfer
2300,Saudi Paper Manufacturing Co.,SPM,SPM,Materials,2011-12-20,2012-04-02,2012-04-16,1.75,Account Transfer
2310,Sahara International Petrochemical Co.,SIPCHEM,SIPCHEM,Materials,2011-12-20,2012-03-20,2012-04-02,1.25,Account Transfer
6001,Halwani Bros. Co.,HB,HB,Food & Beverages,2011-12-20,2012-04-02,2012-04-16,2,Account Transfer
4030,National Shipping Company of Saudi Arabia,BAHRI,BAHRI,Energy,2011-12-24,2012-04-22,2012-05-09,0.5,Account Transfer
2240,Zamil Industrial Investment Co.,ZAMIL INDUST,ZAMIL INDUST,Materials,2011-12-24,2012-04-08,2012-04-18,0.75,Account Transfer
6040,Tabuk Agricultural Development Co.,TADCO,TADCO,Food & Beverages,2011-12-24,2012-04-10,2012-05-09,0.5,Account Transfer
1060,Saudi British Bank,SABB,SABB,Banks,2011-12-24,2012-03-13,2012-03-20,0.65,Account Transfer
2150,The National Company for Glass Industries,ZOUJAJ,ZOUJAJ,Materials,2011-12-25,2012-04-21,2012-05-12,2.25,Account Transfer
2250,Saudi Industrial Investment Group,SIIG,SIIG,Materials,2011-12-25,2012-04-08,2012-04-22,1,Account Transfer
2360,Saudi Vitrified Clay Pipes Co.,SVCP,SVCP,Capital Goods,2011-12-25,2011-12-31,2012-01-16,2,Account Transfer
2040,Saudi Ceramic Co.,SAUDI CERAMICS,SAUDI CERAMICS,Capital Goods,2011-12-26,2012-04-09,2012-04-23,3.5,Account Transfer
2360,Saudi Vitrified Clay Pipes Co.,SVCP,SVCP,Capital Goods,2011-12-26,2012-04-04,2012-04-15,1,Account Transfer
2060,National Industrialization Co.,TASNEE,TASNEE,Materials,2011-12-27,2012-04-04,2012-04-18,1.5,Account Transfer
3050,Southern Province Cement Co.,SPCC,SPCC,Materials,2011-12-28,2012-03-20,2012-03-28,3.5,Account Transfer
2180,Filing and Packing Materials Manufacturing Co.,FIPCO,FIPCO,Materials,2011-12-31,2012-04-11,2012-05-01,1,Account Transfer
1020,Bank Aljazira,BJAZ,BJAZ,Banks,2011-12-31,2012-04-04,2012-04-14,0.5,Account Transfer
1010,Riyad Bank,RIBL,RIBL,Banks,2012-01-01,2012-03-19,2012-03-26,0.75,Account Transfer
1030,Saudi Investment Bank,SAIB,SAIB,Banks,2012-01-02,2012-03-18,2012-03-25,0.5,Account Transfer
3090,Tabuk Cement Co.,TCC,TCC,Materials,2012-01-07,2012-04-17,2012-04-29,0.5,Account Transfer
4140,Saudi Industrial Export Co.,SIECO,SIECO,Capital Goods,2012-01-10,2012-04-02,2012-04-22,0.5,Account Transfer
4240,Fawaz Abdulaziz Alhokair Co.,CENOMI RETAIL,CENOMI RETAIL,Retailing,2012-01-14,2012-01-17,2012-02-20,2,Account Transfer
4002,Mouwasat Medical Services Co.,MOUWASAT,MOUWASAT,Health Care Equipment & Svc,2012-01-16,2012-04-02,2012-04-21,3,Account Transfer
4200,Aldrees Petroleum and Transport Services Co.,ALDREES,ALDREES,Energy,2012-01-17,2012-03-10,2012-04-09,2,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2012-01-17,2012-04-17,2012-04-28,0.55,Account Transfer
1120,Al Rajhi Bank,ALRAJHI,ALRAJHI,Banks,2012-01-17,2012-03-04,2012-03-11,2,Account Transfer
4230,Red Sea International Co.,RED SEA,RED SEA,"Real Estate Mgmt & Dev't",2012-01-17,2012-04-18,2012-04-28,1,Account Transfer
3020,Yamama Cement Co.,YSCC,YSCC,Materials,2012-01-18,2012-02-26,2012-03-12,2,Account Transfer
2320,Al-Babtain Power and Telecommunication Co.,ALBABTAIN,ALBABTAIN,Capital Goods,2012-01-18,2012-04-03,2012-04-19,1.5,Account Transfer
4260,United International Transportation Co.,BUDGET SAUDI,BUDGET SAUDI,Transportation,2012-01-18,2012-04-18,2012-05-14,2.5,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2012-01-18,2012-04-03,2012-04-11,0.5,Account Transfer
7020,Etihad Etisalat Co.,ETIHAD ETISALAT,ETIHAD ETISALAT,Telecommunication Services,2012-01-18,2012-03-11,2012-04-01,2,Account Transfer
4150,Arriyadh Development Co.,ARDCO,ARDCO,"Real Estate Mgmt & Dev't",2012-01-18,2012-03-06,2012-03-27,1.25,Account Transfer
2090,National Gypsum Co.,NGC,NGC,Materials,2012-01-21,2012-04-01,2012-04-30,1.2,Account Transfer
3060,Yanbu Cement Co.,YCC,YCC,Materials,2012-01-21,2012-03-07,2012-03-24,2.5,Account Transfer
1210,Basic Chemical Industries Co.,BCI,BCI,Materials,2012-01-25,2012-05-01,2012-05-16,1,Account Transfer
3030,Saudi Cement Co.,SAUDI CEMENT,SAUDI CEMENT,Materials,2012-01-28,2012-03-14,2012-03-27,4.5,Account Transfer
2160,Saudi Arabian Amiantit Co.,AMIANTIT,AMIANTIT,Capital Goods,2012-02-01,2012-02-29,2012-03-10,1.25,Account Transfer
4270,Saudi Printing and Packaging Co.,SPPC,SPPC,Commercial & Professional Svc,2012-02-05,2012-03-04,2012-03-25,0.5,Account Transfer
4210,Saudi Research and Media Group,SRMG,SRMG,Media and Entertainment,2012-02-06,2012-03-05,2012-03-25,1,Account Transfer
8010,The Company for Cooperative Insurance,TAWUNIYA,TAWUNIYA,Insurance,2012-02-06,2012-03-12,2012-03-17,3.5,Account Transfer
1301,United Wire Factories Co.,ASLAK,ASLAK,Materials,2012-02-07,2012-03-21,2012-04-04,1,Account Transfer
2340,Al Abdullatif Industrial Investment Co.,ALABDULLATIF,ALABDULLATIF,Consumer Durables & Apparel,2012-02-07,2012-03-25,2012-04-22,1.5,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2012-02-08,2012-02-20,2012-02-29,1.6,Account Transfer
8030,The Mediterranean and Gulf Insurance and Reinsurance Co.,MEDGULF,MEDGULF,Insurance,2012-02-11,2012-03-31,2012-04-15,2,Account Transfer
3080,Eastern Province Cement Co.,EPCCO,EPCCO,Materials,2012-02-12,2012-03-18,2012-03-28,3.5,Account Transfer
4003,United Electronics Co.,EXTRA,EXTRA,Retailing,2012-02-12,2012-03-18,2012-05-01,2.5,Account Transfer
2030,Saudi Arabia Refineries Co.,SARCO,SARCO,Energy,2012-02-13,2012-04-15,2012-05-12,0.5,Account Transfer
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2012-02-14,2012-03-21,2012-04-07,3.5,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2012-02-15,2012-03-31,2012-04-14,0.25,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2012-02-16,2012-03-31,2012-04-14,0.25,Account Transfer
6010,National Agricultural Development Co.,NADEC,NADEC,Food & Beverages,2012-02-18,2012-03-31,2012-05-01,0.75,Account Transfer
1212,Astra Industrial Group,ASTRA INDUSTRIAL,ASTRA INDUSTRIAL,Capital Goods,2012-02-19,2012-05-28,2012-06-13,1.75,Account Transfer
4040,Saudi Public Transport Co.,SAPTCO,SAPTCO,Transportation,2012-02-19,2012-04-01,2012-04-23,0.5,Account Transfer
6002,Herfy Food Services Co.,HERFY FOODS,HERFY FOODS,Consumer Services,2012-02-19,2012-04-29,2012-05-21,1.5,Account Transfer
2070,Saudi Pharmaceutical Industries and Medical Appliances Corp.,SPIMACO,SPIMACO,"Pharma, Biotech & Life Science",2012-02-19,2012-04-25,2012-05-16,2,Account Transfer
2080,National Gas and Industrialization Co.,GASCO,GASCO,Utilities,2012-02-19,2012-03-26,2012-04-16,1,Account Transfer
1320,Saudi Steel Pipe Co.,SSP,SSP,Materials,2012-02-20,2012-03-19,2012-04-04,0.75,Account Transfer
3010,Arabian Cement Co.,ACC,ACC,Materials,2012-02-20,2012-04-01,2012-04-16,2,Account Transfer
4010,Dur Hospitality Co.,DUR,DUR,Consumer Services,2012-02-20,2012-04-08,2012-04-24,0.69,Account Transfer
4290,Alkhaleej Training and Education Co.,ALKHALEEJ TRNG,ALKHALEEJ TRNG,Consumer Services,2012-02-20,2012-04-10,2012-05-16,0.5,Account Transfer
5110,Saudi Electricity Co.,SAUDI ELECTRICITY,SAUDI ELECTRICITY,Utilities,2012-02-20,2012-04-02,2012-04-14,0.7,Account Transfer
4020,Saudi Real Estate Co.,ALAKARIA,ALAKARIA,"Real Estate Mgmt & Dev't",2012-02-21,2012-04-01,2012-04-16,0.5,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2012-02-25,2012-09-30,2012-10-14,0.125,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2012-02-25,2012-06-27,2012-07-11,0.125,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2012-02-25,2012-03-27,2012-04-10,0.125,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2012-02-25,2012-12-31,2013-01-14,0.125,Account Transfer
1201,Takween Advanced Industries Co.,TAKWEEN,TAKWEEN,Materials,2012-03-03,2012-04-18,2012-05-02,1.35,Account Transfer
8190,United Cooperative Assurance Co.,UCA,UCA,Insurance,2012-03-17,2012-05-14,2012-06-09,1,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2012-04-01,2012-06-30,2012-07-14,0.25,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2012-04-02,2012-09-30,2012-10-14,0.3,Account Transfer
2360,Saudi Vitrified Clay Pipes Co.,SVCP,SVCP,Capital Goods,2012-04-05,2012-04-25,2012-05-09,1.25,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2012-04-17,2012-04-25,2012-05-05,0.3,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2012-04-18,2012-05-01,2012-05-09,2.2,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2012-04-18,2012-04-25,2012-05-09,0.5,Account Transfer
7020,Etihad Etisalat Co.,ETIHAD ETISALAT,ETIHAD ETISALAT,Telecommunication Services,2012-04-24,2012-05-01,2012-05-08,1,Account Transfer
2230,Saudi Chemical Co.,CHEMICAL,CHEMICAL,Health Care Equipment & Svc,2012-05-08,2012-07-04,2012-07-17,1.5,Account Transfer
4100,Makkah Construction and Development Co.,MCDC,MCDC,"Real Estate Mgmt & Dev't",2012-05-16,2012-07-18,2012-07-24,2,Account Transfer
2270,Saudia Dairy and Foodstuff Co.,SADAFCO,SADAFCO,Food & Beverages,2012-05-26,2012-06-25,2012-07-16,3,Account Transfer
3091,Al Jouf Cement Co.,JOUF CEMENT,JOUF CEMENT,Materials,2012-05-30,2012-06-04,2012-06-16,0.5,Account Transfer
3030,Saudi Cement Co.,SAUDI CEMENT,SAUDI CEMENT,Materials,2012-06-02,2012-07-04,2012-07-16,3.5,Account Transfer
3010,Arabian Cement Co.,ACC,ACC,Materials,2012-06-03,2012-06-30,2012-07-21,1,Account Transfer
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2012-06-11,2012-06-30,2012-07-21,1,Account Transfer
3020,Yamama Cement Co.,YSCC,YSCC,Materials,2012-06-23,2012-06-30,2012-07-21,1.5,Account Transfer
