symbol,lonaName,shortName,Acronym,Sector,Announced Date,Due Date,Distribution Date,Amount,Distribution Way
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2008-07-20,2008-08-13,2008-08-30,3,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2008-07-20,2008-09-10,2008-09-21,4.5,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2008-07-20,2008-07-30,2008-08-13,1,Account Transfer
1060,Saudi British Bank,SABB,SABB,Banks,2008-07-22,2008-07-23,2008-07-30,0.96,Account Transfer
4100,Makkah Construction and Development Co.,MCDC,MCDC,"Real Estate Mgmt & Dev't",2008-07-27,2008-10-22,2008-11-01,1.2,Account Transfer
2030,Saudi Arabia Refineries Co.,SARCO,SARCO,Energy,2008-07-28,2008-11-30,2009-01-12,1,Account Transfer
3010,Arabian Cement Co.,ACC,ACC,Materials,2008-07-30,2008-08-06,2008-08-16,1,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2008-09-14,2008-09-30,2008-10-29,0.3,Account Transfer
4240,Fawaz Abdulaziz Alhokair Co.,CENOMI RETAIL,CENOMI RETAIL,Retailing,2008-10-21,2008-10-22,2008-11-26,1.75,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2008-10-25,2008-11-01,2008-11-15,0.25,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2008-10-25,2008-10-29,2008-11-12,1,Account Transfer
2020,SABIC Agri-Nutrients Co.,SABIC AGRI-NUTRIENTS,SABIC AGRI-NUTRIENTS,Materials,2008-11-26,2009-03-23,2009-04-01,7,Account Transfer
4030,National Shipping Company of Saudi Arabia,BAHRI,BAHRI,Energy,2008-11-29,2009-03-30,2009-04-14,1.5,Account Transfer
6001,Halwani Bros. Co.,HB,HB,Food & Beverages,2008-12-13,2009-03-29,2009-04-08,1.5,Account Transfer
4140,Saudi Industrial Export Co.,SIECO,SIECO,Capital Goods,2008-12-17,2009-03-23,2009-04-20,1,Account Transfer
2360,Saudi Vitrified Clay Pipes Co.,SVCP,SVCP,Capital Goods,2008-12-21,2009-03-17,2009-04-11,2.25,Account Transfer
1080,Arab National Bank,ANB,ANB,Banks,2008-12-22,2009-03-22,2009-04-04,1,Account Transfer
2310,Sahara International Petrochemical Co.,SIPCHEM,SIPCHEM,Materials,2008-12-24,2009-04-04,2009-04-18,1,Account Transfer
2300,Saudi Paper Manufacturing Co.,SPM,SPM,Materials,2008-12-27,2009-04-02,2009-04-20,1,Account Transfer
2040,Saudi Ceramic Co.,SAUDI CERAMICS,SAUDI CERAMICS,Capital Goods,2008-12-29,2009-03-22,2009-04-05,2.5,Account Transfer
4080,Sinad Holding Co.,SINAD HOLDING,SINAD HOLDING,Diversified Financials,2008-12-29,2009-04-08,2009-04-29,0.5,Account Transfer
4210,Saudi Research and Media Group,SRMG,SRMG,Media and Entertainment,2008-12-30,2009-03-25,2009-04-15,2,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2008-12-30,2008-04-07,2009-04-28,0.2,Account Transfer
4150,Arriyadh Development Co.,ARDCO,ARDCO,"Real Estate Mgmt & Dev't",2008-12-30,2009-03-31,2009-06-22,0.5,Account Transfer
1020,Bank Aljazira,BJAZ,BJAZ,Banks,2009-01-07,2009-04-19,2009-04-25,0.5,Account Transfer
4270,Saudi Printing and Packaging Co.,SPPC,SPPC,Commercial & Professional Svc,2009-01-11,2009-03-24,2009-04-14,1.5,Account Transfer
2090,National Gypsum Co.,NGC,NGC,Materials,2009-01-14,2009-04-01,2009-05-02,2.5,Account Transfer
4200,Aldrees Petroleum and Transport Services Co.,ALDREES,ALDREES,Energy,2009-01-18,2009-03-14,2009-04-13,1.5,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2009-01-18,2009-04-18,2009-05-02,0.25,Account Transfer
4260,United International Transportation Co.,BUDGET SAUDI,BUDGET SAUDI,Transportation,2009-01-19,2009-04-19,2009-05-18,1.75,Account Transfer
2280,Almarai Co.,ALMARAI,ALMARAI,Food & Beverages,2009-01-19,2009-03-23,2009-04-07,3.5,Account Transfer
1010,Riyad Bank,RIBL,RIBL,Banks,2009-01-19,2009-03-02,2009-03-11,0.7,Account Transfer
1120,Al Rajhi Bank,ALRAJHI,ALRAJHI,Banks,2009-01-19,2009-02-23,2009-03-02,1.75,Account Transfer
2010,Saudi Basic Industries Corp.,SABIC,SABIC,Materials,2009-01-20,2009-04-11,2009-04-25,1.25,Account Transfer
3020,Yamama Cement Co.,YSCC,YSCC,Materials,2009-01-20,2009-03-09,2009-03-23,2,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2009-01-20,2009-04-11,2009-04-22,0.75,Account Transfer
7020,Etihad Etisalat Co.,ETIHAD ETISALAT,ETIHAD ETISALAT,Telecommunication Services,2009-01-21,2009-03-21,2009-04-15,0.75,Account Transfer
2370,Middle East Specialized Cables Co.,MESC,MESC,Capital Goods,2009-01-25,2009-03-31,2009-04-22,1.2,Account Transfer
3050,Southern Province Cement Co.,SPCC,SPCC,Materials,2009-01-28,2009-03-04,2009-03-14,2,Account Transfer
3060,Yanbu Cement Co.,YCC,YCC,Materials,2009-01-28,2009-03-04,2009-03-28,4,Account Transfer
1050,Banque Saudi Fransi,BSFR,BSFR,Banks,2009-02-01,2009-04-06,2009-04-18,1,Account Transfer
8010,The Company for Cooperative Insurance,TAWUNIYA,TAWUNIYA,Insurance,2009-02-07,2009-03-10,2009-03-26,2,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2009-02-08,2009-03-15,2009-03-23,4.5,Account Transfer
3080,Eastern Province Cement Co.,EPCCO,EPCCO,Materials,2009-02-09,2009-03-30,2009-04-07,3,Account Transfer
6090,Jazan Energy and Development Co.,JAZADCO,JAZADCO,Food & Beverages,2009-02-09,2009-03-23,2009-04-16,0.5,Account Transfer
2220,National Metal Manufacturing and Casting Co.,MAADANIYAH,MAADANIYAH,Materials,2009-02-10,2009-04-26,2009-05-17,0.5,Account Transfer
6040,Tabuk Agricultural Development Co.,TADCO,TADCO,Food & Beverages,2009-02-11,2009-04-12,2009-05-02,0.5,Account Transfer
2240,Zamil Industrial Investment Co.,ZAMIL INDUST,ZAMIL INDUST,Materials,2009-02-14,2009-03-31,2009-04-21,1.5,Account Transfer
4010,Dur Hospitality Co.,DUR,DUR,Consumer Services,2009-02-14,2009-03-30,2009-04-13,1.2,Account Transfer
2160,Saudi Arabian Amiantit Co.,AMIANTIT,AMIANTIT,Capital Goods,2009-02-15,2009-04-19,2009-05-16,0.5,Account Transfer
2030,Saudi Arabia Refineries Co.,SARCO,SARCO,Energy,2009-02-16,2009-04-18,2009-05-11,0.5,Account Transfer
3010,Arabian Cement Co.,ACC,ACC,Materials,2009-02-16,2009-03-22,2009-04-05,2,Account Transfer
2070,Saudi Pharmaceutical Industries and Medical Appliances Corp.,SPIMACO,SPIMACO,"Pharma, Biotech & Life Science",2009-02-16,2009-04-15,2009-05-05,1.5,Account Transfer
3030,Saudi Cement Co.,SAUDI CEMENT,SAUDI CEMENT,Materials,2009-02-17,2009-03-24,2009-04-04,3.5,Account Transfer
1212,Astra Industrial Group,ASTRA INDUSTRIAL,ASTRA INDUSTRIAL,Capital Goods,2009-02-17,2009-04-12,2009-04-29,0.5,Account Transfer
4290,Alkhaleej Training and Education Co.,ALKHALEEJ TRNG,ALKHALEEJ TRNG,Consumer Services,2009-02-17,2009-04-04,2009-05-03,0.75,Account Transfer
2060,National Industrialization Co.,TASNEE,TASNEE,Materials,2009-02-18,2009-03-28,2009-04-12,1,Account Transfer
2150,The National Company for Glass Industries,ZOUJAJ,ZOUJAJ,Materials,2009-02-18,2009-04-20,2009-05-11,1.5,Account Transfer
6010,National Agricultural Development Co.,NADEC,NADEC,Food & Beverages,2009-02-21,2009-03-18,2009-04-25,0.75,Account Transfer
2080,National Gas and Industrialization Co.,GASCO,GASCO,Utilities,2009-02-21,2009-03-25,2009-04-12,1.5,Account Transfer
2320,Al-Babtain Power and Telecommunication Co.,ALBABTAIN,ALBABTAIN,Capital Goods,2009-02-22,2009-03-31,2009-04-27,1,Account Transfer
2120,Saudi Advanced Industries Co.,SAIC,SAIC,Diversified Financials,2009-02-22,2009-05-05,2009-05-26,0.5,Account Transfer
4020,Saudi Real Estate Co.,ALAKARIA,ALAKARIA,"Real Estate Mgmt & Dev't",2009-02-22,2009-04-08,2009-05-02,1,Account Transfer
4040,Saudi Public Transport Co.,SAPTCO,SAPTCO,Transportation,2009-02-23,2009-04-05,2009-04-26,0.5,Account Transfer
4001,Abdullah Al Othaim Markets Co.,A.OTHAIM MARKET,A.OTHAIM MARKET,Food & Staples Retailing,2009-02-23,2009-04-27,2009-05-20,1.5,Account Transfer
4230,Red Sea International Co.,RED SEA,RED SEA,"Real Estate Mgmt & Dev't",2009-02-23,2009-04-25,2009-05-20,3.5,Account Transfer
5110,Saudi Electricity Co.,SAUDI ELECTRICITY,SAUDI ELECTRICITY,Utilities,2009-02-25,2009-04-06,2009-04-28,0.7,Account Transfer
2110,Saudi Cable Co.,SAUDI CABLE,SAUDI CABLE,Capital Goods,2009-03-07,2009-04-16,2009-05-17,0.75,Account Transfer
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2009-03-09,2009-04-08,2009-04-25,5,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2009-03-25,2009-03-31,2009-04-29,0.3,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2009-04-11,2009-04-18,2009-04-25,0.25,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2009-04-19,2009-05-13,2009-05-20,2.5,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2009-04-20,2009-04-29,2009-05-20,0.75,Account Transfer
1210,Basic Chemical Industries Co.,BCI,BCI,Materials,2009-04-21,2009-06-30,2009-07-21,0.5,Account Transfer
4070,Tihama Advertising and Public Relations Co.,TAPRCO,TAPRCO,Media and Entertainment,2009-06-02,2009-08-26,2009-10-06,1.2,Account Transfer
4150,Arriyadh Development Co.,ARDCO,ARDCO,"Real Estate Mgmt & Dev't",2009-06-14,2009-07-05,2009-08-09,0.25,Account Transfer
4100,Makkah Construction and Development Co.,MCDC,MCDC,"Real Estate Mgmt & Dev't",2009-06-16,2009-08-12,2009-08-18,1.5,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2009-06-21,2009-06-30,2009-07-21,0.3,Account Transfer
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2009-07-04,2009-07-29,2009-08-22,6,Account Transfer
6001,Halwani Bros. Co.,HB,HB,Food & Beverages,2009-07-05,2009-07-15,2009-08-01,0.75,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2009-07-06,2009-08-11,2009-08-18,1.5,Account Transfer
1010,Riyad Bank,RIBL,RIBL,Banks,2009-07-08,2009-07-12,2009-07-20,0.6,Account Transfer
2020,SABIC Agri-Nutrients Co.,SABIC AGRI-NUTRIENTS,SABIC AGRI-NUTRIENTS,Materials,2009-07-11,2009-07-15,2009-07-25,5,Account Transfer
3050,Southern Province Cement Co.,SPCC,SPCC,Materials,2009-07-12,2009-07-13,2009-07-21,2.5,Account Transfer
3020,Yamama Cement Co.,YSCC,YSCC,Materials,2009-07-13,2009-07-20,2009-08-03,1,Account Transfer
3090,Tabuk Cement Co.,TCC,TCC,Materials,2009-07-14,2009-07-15,2009-08-01,0.75,Account Transfer
1120,Al Rajhi Bank,ALRAJHI,ALRAJHI,Banks,2009-07-14,2009-07-19,2009-07-26,1.25,Account Transfer
1060,Saudi British Bank,SABB,SABB,Banks,2009-07-15,2009-07-20,2009-07-27,0.83,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2009-07-18,2009-07-22,2009-08-02,0.25,Account Transfer
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2009-07-19,2009-07-25,2009-08-11,0.5,Account Transfer
3010,Arabian Cement Co.,ACC,ACC,Materials,2009-07-20,2009-07-29,2009-08-22,1,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2009-07-21,2009-07-29,2009-08-12,0.75,Account Transfer
4010,Dur Hospitality Co.,DUR,DUR,Consumer Services,2009-08-24,2009-08-26,2009-09-13,0.6,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2009-09-28,2009-09-30,2009-10-20,0.3,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2009-10-18,2009-10-21,2009-11-01,0.25,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2009-10-19,2009-11-03,2009-11-10,1.7,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2009-10-19,2009-10-28,2009-11-11,0.75,Account Transfer
6070,Al-Jouf Agricultural Development Co.,ALJOUF,ALJOUF,Food & Beverages,2009-12-06,2010-03-03,2010-03-10,2,Account Transfer
1320,Saudi Steel Pipe Co.,SSP,SSP,Materials,2009-12-15,2010-03-15,2010-03-30,2,Account Transfer
2230,Saudi Chemical Co.,CHEMICAL,CHEMICAL,Health Care Equipment & Svc,2009-12-15,2009-12-30,2010-01-09,2.5,Account Transfer
2010,Saudi Basic Industries Corp.,SABIC,SABIC,Materials,2009-12-21,2010-04-17,2010-05-01,1.5,Account Transfer
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2009-12-22,2010-03-09,2010-03-29,0.5,Account Transfer
2360,Saudi Vitrified Clay Pipes Co.,SVCP,SVCP,Capital Goods,2009-12-22,2010-03-15,2010-04-03,2.25,Account Transfer
2310,Sahara International Petrochemical Co.,SIPCHEM,SIPCHEM,Materials,2009-12-23,2010-03-27,2010-04-12,1,Account Transfer
2040,Saudi Ceramic Co.,SAUDI CERAMICS,SAUDI CERAMICS,Capital Goods,2009-12-28,2010-03-22,2010-04-06,3,Account Transfer
4080,Sinad Holding Co.,SINAD HOLDING,SINAD HOLDING,Diversified Financials,2009-12-29,2010-05-05,2010-05-29,0.75,Account Transfer
1210,Basic Chemical Industries Co.,BCI,BCI,Materials,2010-01-16,2010-04-14,2010-05-03,1,Account Transfer
2090,National Gypsum Co.,NGC,NGC,Materials,2010-01-16,2010-03-31,2010-04-29,2.5,Account Transfer
1080,Arab National Bank,ANB,ANB,Banks,2010-01-16,2010-03-21,2010-04-04,1,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2010-01-18,2010-04-18,2010-04-26,0.25,Account Transfer
1010,Riyad Bank,RIBL,RIBL,Banks,2010-01-18,2010-03-01,2010-03-10,0.7,Account Transfer
1120,Al Rajhi Bank,ALRAJHI,ALRAJHI,Banks,2010-01-18,2010-02-27,2010-03-06,1.5,Account Transfer
7020,Etihad Etisalat Co.,ETIHAD ETISALAT,ETIHAD ETISALAT,Telecommunication Services,2010-01-18,2010-03-17,2010-04-10,1.25,Account Transfer
4030,National Shipping Company of Saudi Arabia,BAHRI,BAHRI,Energy,2010-01-19,2010-04-03,2010-04-11,1,Account Transfer
4200,Aldrees Petroleum and Transport Services Co.,ALDREES,ALDREES,Energy,2010-01-19,2010-03-13,2010-04-10,1.5,Account Transfer
3020,Yamama Cement Co.,YSCC,YSCC,Materials,2010-01-19,2010-02-27,2010-03-13,2,Account Transfer
2370,Middle East Specialized Cables Co.,MESC,MESC,Capital Goods,2010-01-19,2010-03-22,2010-03-31,1,Account Transfer
1050,Banque Saudi Fransi,BSFR,BSFR,Banks,2010-01-19,2010-03-07,2010-03-20,1,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2010-01-19,2010-04-11,2010-04-21,0.75,Account Transfer
4230,Red Sea International Co.,RED SEA,RED SEA,"Real Estate Mgmt & Dev't",2010-01-19,2010-04-19,2010-05-18,2,Account Transfer
2320,Al-Babtain Power and Telecommunication Co.,ALBABTAIN,ALBABTAIN,Capital Goods,2010-01-20,2010-03-29,2010-04-20,1.5,Account Transfer
4260,United International Transportation Co.,BUDGET SAUDI,BUDGET SAUDI,Transportation,2010-01-20,2010-04-14,2010-05-11,2,Account Transfer
2280,Almarai Co.,ALMARAI,ALMARAI,Food & Beverages,2010-01-20,2010-04-11,2010-04-26,4,Account Transfer
2270,Saudia Dairy and Foodstuff Co.,SADAFCO,SADAFCO,Food & Beverages,2010-01-24,2010-01-26,2010-02-07,1.5,Account Transfer
4002,Mouwasat Medical Services Co.,MOUWASAT,MOUWASAT,Health Care Equipment & Svc,2010-01-26,2010-03-30,2010-04-25,1,Account Transfer
3090,Tabuk Cement Co.,TCC,TCC,Materials,2010-01-27,2010-04-04,2010-05-03,0.5,Account Transfer
3050,Southern Province Cement Co.,SPCC,SPCC,Materials,2010-01-30,2010-03-10,2010-03-20,2.5,Account Transfer
8010,The Company for Cooperative Insurance,TAWUNIYA,TAWUNIYA,Insurance,2010-02-01,2010-03-09,2010-03-31,4,Account Transfer
3060,Yanbu Cement Co.,YCC,YCC,Materials,2010-02-06,2010-03-03,2010-03-20,3,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2010-02-08,2010-02-14,2010-02-21,2.3,Account Transfer
3010,Arabian Cement Co.,ACC,ACC,Materials,2010-02-10,2010-03-21,2010-04-04,0.25,Account Transfer
2340,Al Abdullatif Industrial Investment Co.,ALABDULLATIF,ALABDULLATIF,Consumer Durables & Apparel,2010-02-14,2010-03-31,2010-04-26,3.5,Account Transfer
4001,Abdullah Al Othaim Markets Co.,A.OTHAIM MARKET,A.OTHAIM MARKET,Food & Staples Retailing,2010-02-14,2010-04-07,2010-04-28,2.5,Account Transfer
2220,National Metal Manufacturing and Casting Co.,MAADANIYAH,MAADANIYAH,Materials,2010-02-20,2010-04-24,2010-05-22,0.5,Account Transfer
6002,Herfy Food Services Co.,HERFY FOODS,HERFY FOODS,Consumer Services,2010-02-20,2010-04-12,2010-05-01,0.75,Account Transfer
6040,Tabuk Agricultural Development Co.,TADCO,TADCO,Food & Beverages,2010-02-20,2010-04-06,2010-05-23,0.5,Account Transfer
2230,Saudi Chemical Co.,CHEMICAL,CHEMICAL,Health Care Equipment & Svc,2010-02-20,2010-05-11,2010-05-30,1.5,Account Transfer
2020,SABIC Agri-Nutrients Co.,SABIC AGRI-NUTRIENTS,SABIC AGRI-NUTRIENTS,Materials,2010-02-21,2010-03-20,2010-04-01,7,Account Transfer
3080,Eastern Province Cement Co.,EPCCO,EPCCO,Materials,2010-02-21,2010-03-29,2010-04-11,3,Account Transfer
1212,Astra Industrial Group,ASTRA INDUSTRIAL,ASTRA INDUSTRIAL,Capital Goods,2010-02-21,2010-03-30,2010-04-21,1.25,Account Transfer
4290,Alkhaleej Training and Education Co.,ALKHALEEJ TRNG,ALKHALEEJ TRNG,Consumer Services,2010-02-21,2010-04-05,2010-05-03,0.5,Account Transfer
2070,Saudi Pharmaceutical Industries and Medical Appliances Corp.,SPIMACO,SPIMACO,"Pharma, Biotech & Life Science",2010-02-21,2010-04-14,2010-05-05,1.5,Account Transfer
2030,Saudi Arabia Refineries Co.,SARCO,SARCO,Energy,2010-02-22,2010-05-08,2010-06-15,0.5,Account Transfer
2060,National Industrialization Co.,TASNEE,TASNEE,Materials,2010-02-22,2010-04-26,2010-05-12,0.75,Account Transfer
2240,Zamil Industrial Investment Co.,ZAMIL INDUST,ZAMIL INDUST,Materials,2010-02-22,2010-03-31,2010-04-21,1.5,Account Transfer
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2010-02-22,2010-03-24,2010-04-12,3,Account Transfer
4010,Dur Hospitality Co.,DUR,DUR,Consumer Services,2010-02-22,2010-04-04,2010-04-19,0.9,Account Transfer
6001,Halwani Bros. Co.,HB,HB,Food & Beverages,2010-02-22,2010-04-10,2010-04-26,1,Account Transfer
2080,National Gas and Industrialization Co.,GASCO,GASCO,Utilities,2010-02-22,2010-04-12,2010-05-01,0.5,Account Transfer
2150,The National Company for Glass Industries,ZOUJAJ,ZOUJAJ,Materials,2010-02-23,2010-05-09,2010-05-26,0.5,Account Transfer
2250,Saudi Industrial Investment Group,SIIG,SIIG,Materials,2010-02-23,2010-05-22,2010-06-01,0.5,Account Transfer
2300,Saudi Paper Manufacturing Co.,SPM,SPM,Materials,2010-02-23,2010-04-06,2010-05-01,1.25,Account Transfer
4150,Arriyadh Development Co.,ARDCO,ARDCO,"Real Estate Mgmt & Dev't",2010-02-23,2010-06-01,2010-06-22,0.5,Account Transfer
3030,Saudi Cement Co.,SAUDI CEMENT,SAUDI CEMENT,Materials,2010-02-24,2010-03-23,2010-04-07,3.5,Account Transfer
4210,Saudi Research and Media Group,SRMG,SRMG,Media and Entertainment,2010-02-24,2010-04-25,2010-05-15,0.5,Account Transfer
5110,Saudi Electricity Co.,SAUDI ELECTRICITY,SAUDI ELECTRICITY,Utilities,2010-02-24,2010-04-05,2010-05-03,0.7,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2010-02-24,2010-04-17,2010-05-16,0.3,Account Transfer
2160,Saudi Arabian Amiantit Co.,AMIANTIT,AMIANTIT,Capital Goods,2010-03-03,2010-04-26,2010-05-22,1,Account Transfer
8030,The Mediterranean and Gulf Insurance and Reinsurance Co.,MEDGULF,MEDGULF,Insurance,2010-03-03,2010-04-05,2010-05-03,0.75,Account Transfer
4020,Saudi Real Estate Co.,ALAKARIA,ALAKARIA,"Real Estate Mgmt & Dev't",2010-03-09,2010-04-12,2010-05-15,0.75,Account Transfer
2110,Saudi Cable Co.,SAUDI CABLE,SAUDI CABLE,Capital Goods,2010-03-20,2010-04-24,2010-05-24,0.75,Account Transfer
4090,Taiba Investments Co.,TAIBA,TAIBA,"Real Estate Mgmt & Dev't",2010-03-21,2010-03-31,2010-04-27,0.3,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2010-04-18,2010-04-21,2010-04-27,0.5,Account Transfer
4240,Fawaz Abdulaziz Alhokair Co.,CENOMI RETAIL,CENOMI RETAIL,Retailing,2010-04-19,2010-04-21,2010-05-30,2,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2010-04-19,2010-04-28,2010-05-12,0.75,Account Transfer
2270,Saudia Dairy and Foodstuff Co.,SADAFCO,SADAFCO,Food & Beverages,2010-04-21,2010-06-26,2010-07-12,1.5,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2010-04-26,2010-05-02,2010-05-12,2.3,Account Transfer
4300,Dar Alarkan Real Estate Development Co.,DAR ALARKAN,DAR ALARKAN,"Real Estate Mgmt & Dev't",2010-05-19,2010-06-23,2010-07-12,1,Account Transfer
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2010-06-01,2010-06-30,2010-07-31,0.75,Account Transfer
4100,Makkah Construction and Development Co.,MCDC,MCDC,"Real Estate Mgmt & Dev't",2010-06-05,2010-08-08,2010-08-24,1.5,Account Transfer
3040,Qassim Cement Co.,QACCO,QACCO,Materials,2010-06-26,2010-07-28,2010-08-14,2.25,Account Transfer
3090,Tabuk Cement Co.,TCC,TCC,Materials,2010-06-29,2010-07-07,2010-08-17,0.9,Account Transfer
2020,SABIC Agri-Nutrients Co.,SABIC AGRI-NUTRIENTS,SABIC AGRI-NUTRIENTS,Materials,2010-07-03,2010-07-07,2010-07-21,6,Account Transfer
1010,Riyad Bank,RIBL,RIBL,Banks,2010-07-10,2010-07-12,2010-07-24,0.6,Account Transfer
1120,Al Rajhi Bank,ALRAJHI,ALRAJHI,Banks,2010-07-10,2010-07-12,2010-07-19,1.5,Account Transfer
3020,Yamama Cement Co.,YSCC,YSCC,Materials,2010-07-12,2010-07-18,2010-07-31,2,Account Transfer
3050,Southern Province Cement Co.,SPCC,SPCC,Materials,2010-07-17,2010-07-18,2010-07-24,2,Account Transfer
2010,Saudi Basic Industries Corp.,SABIC,SABIC,Materials,2010-07-18,2010-07-26,2010-08-07,1.5,Account Transfer
6002,Herfy Food Services Co.,HERFY FOODS,HERFY FOODS,Consumer Services,2010-07-18,2010-07-28,2010-08-10,1.5,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2010-07-18,2010-07-21,2010-07-28,0.25,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2010-07-20,2010-07-31,2010-08-18,1.55,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2010-07-20,2010-07-28,2010-08-11,0.75,Account Transfer
2240,Zamil Industrial Investment Co.,ZAMIL INDUST,ZAMIL INDUST,Materials,2010-07-24,2010-07-31,2010-08-14,0.75,Account Transfer
4010,Dur Hospitality Co.,DUR,DUR,Consumer Services,2010-08-21,2010-08-23,2010-09-05,0.5,Account Transfer
1320,Saudi Steel Pipe Co.,SSP,SSP,Materials,2010-08-23,2010-08-25,2010-09-06,0.5,Account Transfer
4190,Jarir Marketing Co.,JARIR,JARIR,Retailing,2010-10-18,2010-10-24,2010-11-07,2,Account Transfer
2050,Savola Group,SAVOLA GROUP,SAVOLA GROUP,Food & Beverages,2010-10-18,2010-10-25,2010-11-02,0.25,Account Transfer
7010,Saudi Telecom Co.,STC,STC,Telecommunication Services,2010-10-19,2010-10-27,2010-11-24,0.75,Account Transfer
2340,Al Abdullatif Industrial Investment Co.,ALABDULLATIF,ALABDULLATIF,Consumer Durables & Apparel,2010-10-30,2010-11-22,2010-12-18,1.5,Account Transfer
2230,Saudi Chemical Co.,CHEMICAL,CHEMICAL,Health Care Equipment & Svc,2010-11-02,2010-11-08,2010-11-30,1.5,Account Transfer
1214,Al Hassan Ghazi Ibrahim Shaker Co.,SHAKER,SHAKER,Retailing,2010-11-20,2010-11-28,2010-12-04,3,Account Transfer
4050,Saudi Automotive Services Co.,SASCO,SASCO,Retailing,2010-12-01,2010-12-08,2011-01-04,0.5,Account Transfer
6070,Al-Jouf Agricultural Development Co.,ALJOUF,ALJOUF,Food & Beverages,2010-12-04,2011-03-09,2011-03-23,2,Account Transfer
2020,SABIC Agri-Nutrients Co.,SABIC AGRI-NUTRIENTS,SABIC AGRI-NUTRIENTS,Materials,2010-12-06,2011-04-03,2011-04-16,6,Account Transfer
2280,Almarai Co.,ALMARAI,ALMARAI,Food & Beverages,2010-12-06,2011-04-03,2011-04-11,2.25,Account Transfer
1210,Basic Chemical Industries Co.,BCI,BCI,Materials,2010-12-11,2011-04-05,2011-04-24,1,Account Transfer
2250,Saudi Industrial Investment Group,SIIG,SIIG,Materials,2010-12-11,2011-04-23,2011-05-02,0.5,Account Transfer
2330,Advanced Petrochemical Co.,ADVANCED,ADVANCED,Materials,2010-12-12,2011-03-13,2011-04-09,1,Account Transfer
1320,Saudi Steel Pipe Co.,SSP,SSP,Materials,2010-12-14,2011-03-07,2011-03-21,1,Account Transfer
2300,Saudi Paper Manufacturing Co.,SPM,SPM,Materials,2010-12-15,2011-03-26,2011-04-10,1.5,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2010-12-18,2011-12-28,2012-01-11,0.125,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2010-12-18,2011-03-27,2011-04-10,0.125,Account Transfer
4280,Kingdom Holding Co.,KINGDOM,KINGDOM,Diversified Financials,2010-12-18,2011-06-29,2011-07-13,0.125,Account Transfer
